adapter,error,extra_backend,extra_bits,extra_builtin_request_fallback,extra_env,extra_family,extra_h2o_cache_budget,extra_h2o_heavy_ratio,extra_h2o_heavy_size,extra_h2o_kept_tokens,extra_h2o_mask_events,extra_h2o_prompt_tokens,extra_h2o_prune_events,extra_h2o_recent_ratio,extra_h2o_recent_size,extra_kivi_effective_mode,extra_kivi_group_size,extra_kivi_kernel_calls,extra_kivi_quantization_triggered,extra_kivi_quantize_calls,extra_kivi_quantized_layers,extra_kivi_quantized_tokens,extra_kivi_residual_length,extra_max_new_tokens,extra_metric_em,extra_metric_f1,extra_metric_rouge_l,extra_model,extra_profile_note,extra_prompt_tokens,extra_reference,extra_request_source,extra_stage_decode_ms,extra_stage_first_token_ms,extra_stage_generate_ms,extra_stage_model_load_ms,extra_stage_prefill_ms,extra_stage_startup_ms,extra_stage_tokenize_ms,extra_stage_total_ms,extra_stage_transfer_ms,extra_ttft_semantics,extra_worker_mode,kv_cache_memory_mib,latency_ms,length_bucket,measured,ok,output_text,peak_memory_mib,profile,quality_loss,quality_score,request_id,resident_memory_mib,split,task,ttft_ms
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Ground truth is not established in the paper,zai-org/LongBench,0.0,2816.8409056961536,3308.9320324361324,16379.134200513363,2797.201119363308,48.55010285973549,19.13636177778244,3328.923247754574,0.2929680049419403,first_token,batch,66.609375,3328.923247754574,long,True,True, The ground truth for fake news in the study is established through a dataset that was,5035.65283203125,full_gpu,0.0,1.0,longbench_qasper_000000,8624.94921875,calibration,qa_long_context,2816.8409056961536
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Former Premier League footballer Sam Sodje has appeared in court alongside three brothers accused of charity fraud.,EdinburghNLP/xsum,0.0,91.27097576856613,595.199104398489,16379.134200513363,90.02711996436119,48.55010285973549,1.0480843484401703,596.7610441148281,0.08953362703323364,first_token,batch,8.4765625,596.7610441148281,medium,True,True," Four brothers, including a former footballer, have denied fraud charges in relation to",4369.31396484375,full_gpu,0.0,1.0,xsum_000000,8624.94921875,calibration,summary,91.27097576856613
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Two teenagers have been charged in connection with an incident in west Belfast in which a car collided with two police vehicles.,EdinburghNLP/xsum,0.0,64.80719894170761,580.9245891869068,16379.134200513363,63.96489590406418,48.55010285973549,0.6712004542350769,582.1575783193111,0.08103251457214355,first_token,batch,5.359375,582.1575783193111,short,True,True, Two teenagers have been charged in connection with a crash involving a stolen car which left,4333.90966796875,full_gpu,0.0,1.0,xsum_000004,8624.94921875,calibration,summary,64.80719894170761
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Labour leadership hopefuls Liz Kendall and Yvette Cooper have said their supporters should back anyone other than Jeremy Corbyn in the contest.,EdinburghNLP/xsum,0.0,466.88567474484444,993.5672506690025,16379.134200513363,461.4637717604637,48.55010285973549,5.172722041606903,999.3051663041115,0.14679506421089172,first_token,batch,55.234375,999.3051663041115,long,True,True, Labour leadership contenders have urged supporters to vote tactically in the party's contest to,4900.37451171875,full_gpu,0.0,1.0,xsum_000009,8624.94921875,calibration,summary,466.88567474484444
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"David Cameron is facing Labour calls to apologise for calling refugees at a camp in Calais ""a bunch of migrants"" at Prime Minister's Questions.",EdinburghNLP/xsum,0.0,728.2062917947769,1251.9748471677303,16379.134200513363,719.3987108767033,48.55010285973549,8.450392633676529,1261.0975466668606,0.17986446619033813,first_token,batch,96.0859375,1261.0975466668606,xl,True,True, Prime Minister David Cameron has faced criticism after he said Labour leader Jeremy Corbyn had told,5371.27685546875,full_gpu,0.0,1.0,xsum_000071,8624.94921875,calibration,summary,728.2062917947769
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"extension of the NetVLAD, adds Ghost clusters along with the NetVLAD clusters",zai-org/LongBench,0.0,522.1982635557652,1031.3205048441887,16379.134200513363,516.6133791208267,48.55010285973549,5.332246422767639,1037.2065678238869,0.13558194041252136,first_token,batch,70.21875,1037.2065678238869,long,True,True, The GhostVLAD approach is a pooling strategy inspired by the work on face recognition,5075.72802734375,full_gpu,0.0,1.0,longbench_qasper_000001,8624.94921875,calibration,qa_long_context,522.1982635557652
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Middlesex batsman Adam Voges will be out until August after suffering a torn calf muscle in his right leg.,EdinburghNLP/xsum,0.0,114.35169726610184,622.6566359400749,16379.134200513363,112.79576271772385,48.55010285973549,1.370493322610855,624.5755888521671,0.09161978960037231,first_token,batch,13.6171875,624.5755888521671,medium,True,True, Middlesex have ruled out Australia batsman Adam Voges for the rest of the,4429.48583984375,full_gpu,0.0,1.0,xsum_000001,8624.94921875,calibration,summary,114.35169726610184
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,A pedestrian has been struck by a taxi in Dundee after it mounted the pavement.,EdinburghNLP/xsum,0.0,61.58434972167015,566.3984157145023,16379.134200513363,60.89859455823898,48.55010285973549,0.5025826394557953,567.3982761800289,0.0963360071182251,first_token,batch,4.921875,567.3982761800289,short,True,True, A 21-year-old man has been seriously injured after being hit by a,4329.43505859375,full_gpu,0.0,1.0,xsum_000005,8624.94921875,calibration,summary,61.58434972167015
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"Head teachers say they are axing GCSE and A-level subjects, increasing class sizes and cutting support services as they struggle with school funding.",EdinburghNLP/xsum,0.0,327.19530165195465,835.0891098380089,16379.134200513363,324.3297189474106,48.55010285973549,2.669569104909897,838.2511138916016,0.0972263514995575,first_token,batch,37.0234375,838.2511138916016,long,True,True," School leaders are warning that cuts to budgets are leading to a ""bare bones education",4693.54052734375,full_gpu,0.0,1.0,xsum_000010,8624.94921875,calibration,summary,327.19530165195465
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Liverpool and Manchester United played out a goalless and uneventful stalemate on a disappointing night at Anfield.,EdinburghNLP/xsum,0.0,785.4687198996544,1315.6950771808624,16379.134200513363,778.4771770238876,48.55010285973549,6.6972337663173676,1323.1037817895412,0.15443190932273865,first_token,batch,100.4609375,1323.1037817895412,xl,True,True, Liverpool were held to a goalless draw by Manchester United at Anfield in a,5419.32568359375,full_gpu,0.0,1.0,xsum_000087,8624.94921875,calibration,summary,785.4687198996544
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"the attention model, MDREA, also outperforms the best existing research results (WAP 0.690 to 0.688)",zai-org/LongBench,0.0,2833.672598004341,3407.2689190506935,16373.48572909832,2822.3943449556828,45.81524431705475,10.747849941253662,3418.876003473997,0.24242699146270752,first_token,batch,62.890625,3418.876003473997,long,True,True, The document states that the proposed model outperforms previous state-of-the-art methods,4996.36474609375,full_gpu,0.0,1.0,longbench_qasper_000002,8664.60546875,calibration,qa_long_context,2833.672598004341
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,The Duchess of Cambridge will feature on the cover of British Vogue to mark the magazine's centenary.,EdinburghNLP/xsum,0.0,159.39399972558022,731.8484000861645,16373.48572909832,156.78774192929268,45.81524431705475,2.3678727447986603,734.897218644619,0.11782720685005188,first_token,batch,18.9765625,734.897218644619,medium,True,True, The Duchess of Cambridge is to feature on the cover of British Vogue for the first,4489.01708984375,full_gpu,0.0,1.0,xsum_000002,8664.60546875,calibration,summary,159.39399972558022
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"As the UK considers greater devolution in the aftermath of Scotland's independence referendum, should a troubled Northern Ireland Assembly push for more powers over its own affairs?",EdinburghNLP/xsum,0.0,56.00469186902046,609.3324311077595,16373.48572909832,55.1581010222435,45.81524431705475,0.6420053541660309,610.5563901364803,0.09667500853538513,first_token,batch,3.2265625,610.5563901364803,short,True,True, The BBC's Chris Buckler reports on the latest developments in the case of a,4309.97021484375,full_gpu,0.0,1.0,xsum_000011,8664.60546875,calibration,summary,56.00469186902046
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,A vegan cafe in Tbilisi has appealed for public solidarity after being invaded by ultra-nationalists wielding grilled meat and sausages.,EdinburghNLP/xsum,0.0,295.9437966346741,829.1214667260647,16373.48572909832,292.1552248299122,45.81524431705475,3.570493310689926,833.2575038075447,0.11071190237998962,first_token,batch,32.59375,833.2575038075447,long,True,True, A cafe in Georgia has appealed for support after it was attacked by a group of,4643.27294921875,full_gpu,0.0,1.0,xsum_000017,8664.60546875,calibration,summary,295.9437966346741
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"Will a £300,000-a-week salary change a hot prospect's attitude to the game?",EdinburghNLP/xsum,0.0,883.7036862969398,1393.6568833887577,16373.48572909832,874.67085942626,45.81524431705475,8.704841136932373,1403.0805304646492,0.1620762050151825,first_token,batch,109.484375,1403.0805304646492,xl,True,True," As clubs look to spend hundreds of millions of pounds on new players, they are",5519.84423828125,full_gpu,0.0,1.0,xsum_000107,8664.60546875,calibration,summary,883.7036862969398
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,using tweets that one has replied or quoted to as contextual information,zai-org/LongBench,0.0,511.1997462809086,1017.5252892076969,16373.48572909832,506.1667412519455,45.81524431705475,4.792928695678711,1022.9322612285614,0.1399703323841095,first_token,batch,68.03125,1022.9322612285614,long,True,True, The paper explores the use of additional features and context to improve the detection of abusive,5051.69873046875,full_gpu,0.0,1.0,longbench_qasper_000003,8664.60546875,calibration,qa_long_context,511.1997462809086
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Google has hired the creator of one of the web's most notorious forums - 4chan.,EdinburghNLP/xsum,0.0,167.49438270926476,678.924199193716,16373.48572909832,165.65479710698128,45.81524431705475,1.6521811485290527,681.2530793249607,0.0898800790309906,first_token,batch,21.546875,681.2530793249607,medium,True,True, The man who created the notorious image-sharing website 4chan is to join Google,4517.76123046875,full_gpu,0.0,1.0,xsum_000003,8664.60546875,calibration,summary,167.49438270926476
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"A man tried to abduct a boy outside a primary school in Milton Keynes, the school said.",EdinburghNLP/xsum,0.0,70.71328908205032,612.6271635293961,16373.48572909832,69.8542632162571,45.81524431705475,0.6766766309738159,613.9966174960136,0.09373947978019714,first_token,batch,7.2734375,613.9966174960136,short,True,True, A man in his 30s with blonde hair and a scratch on his,4355.64794921875,full_gpu,0.0,1.0,xsum_000013,8664.60546875,calibration,summary,70.71328908205032
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Barnsley striker Tom Bradshaw says every footballer can learn from the examples set by Wales stars Gareth Bale and Aaron Ramsey.,EdinburghNLP/xsum,0.0,238.73524740338326,765.0385797023773,16373.48572909832,236.26414313912392,45.81524431705475,2.244245260953903,767.9066434502602,0.11503323912620544,first_token,batch,27.453125,767.9066434502602,long,True,True, Barnsley striker Sam Bradshaw says he has been inspired by the hunger of,4586.17138671875,full_gpu,0.0,1.0,xsum_000019,8664.60546875,calibration,summary,238.73524740338326
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,Football's crisis-hit world governing body Fifa will meet in Zurich on Friday and elect a new leader to try to take the damaged organisation forward into a new era.,EdinburghNLP/xsum,0.0,898.8645188510418,1409.4386547803879,16373.48572909832,891.0594210028648,45.81524431705475,7.532324641942978,1417.649019509554,0.1675151288509369,first_token,batch,111.78125,1417.649019509554,xl,True,True, The 209 members of world football's governing body Fifa are due,5544.41259765625,full_gpu,0.0,1.0,xsum_000110,8664.60546875,calibration,summary,898.8645188510418
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full/exact transformers smoke,,"FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon Network, Cooking Light, Home Cooking Adventure, Justin Bieber, Nickelodeon, Spongebob, Disney",zai-org/LongBench,0.0,2755.5513978004456,3431.177828460932,16243.904817849398,2743.594139814377,45.06735876202583,11.425439268350601,3443.4792920947075,0.24403631687164307,first_token,batch,67.8671875,3443.4792920947075,long,True,True," The Facebook pages they looked at include FoxNews, CNN, ESPN, New York",5049.93505859375,full_gpu,0.0,1.0,longbench_qasper_000004,8649.8359375,calibration,qa_long_context,2755.5513978004456
