adapter,error,latency_ms,measured,ok,output_text,peak_memory_mib,kv_cache_memory_mib,profile,quality_loss,quality_score,request_id,resident_memory_mib,ttft_ms,length_bucket,split,task,extra_backend,extra_bits,extra_builtin_request_fallback,extra_env,extra_error_type,extra_failure_stage,extra_family,extra_h2o_recent_size,extra_h2o_selected_size,extra_h2o_kept_tokens,extra_h2o_cache_budget,extra_h2o_prompt_tokens,extra_kivi_bits,extra_kivi_effective_mode,extra_kivi_group_size,extra_kivi_quantization_triggered,extra_kivi_residual_length,extra_metric_em,extra_metric_f1,extra_metric_rouge_l,extra_model,extra_stage_startup_ms,extra_stage_model_load_ms,extra_stage_tokenize_ms,extra_stage_transfer_ms,extra_stage_generate_ms,extra_stage_decode_ms,extra_stage_prefill_ms,extra_stage_first_token_ms,extra_stage_total_ms,extra_original_request_id,extra_profile_note,extra_reference,extra_repeat_index,extra_request_source,extra_returncode,extra_note,extra_strategy,extra_ttft_semantics,extra_unsupported,extra_worker_mode,extra_vllm_cache_hits,extra_vllm_cache_misses,extra_vllm_cached_blocks,extra_vllm_evictions,extra_vllm_policy_time_ms,extra_vllm_eviction_decision_time_ms
full,,3328.923247754574,True,True, The ground truth for fake news in the study is established through a dataset that was,5035.65283203125,66.609375,full_gpu,0.0,1.0,longbench_qasper_000000,8624.94921875,2816.8409056961536,long,calibration,qa_long_context,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,48.55010285973549,16379.134200513363,19.13636177778244,0.2929680049419403,3308.9320324361324,0.0,2797.201119363308,2816.8409056961536,3328.923247754574,,full/exact transformers smoke,Ground truth is not established in the paper,,zai-org/LongBench,,,,first_token,,batch,,,,,,
full,,596.7610441148281,True,True," Four brothers, including a former footballer, have denied fraud charges in relation to",4369.31396484375,8.4765625,full_gpu,0.0,1.0,xsum_000000,8624.94921875,91.27097576856613,medium,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,48.55010285973549,16379.134200513363,1.0480843484401703,0.08953362703323364,595.199104398489,0.0,90.02711996436119,91.27097576856613,596.7610441148281,,full/exact transformers smoke,Former Premier League footballer Sam Sodje has appeared in court alongside three brothers accused of charity fraud.,,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,582.1575783193111,True,True, Two teenagers have been charged in connection with a crash involving a stolen car which left,4333.90966796875,5.359375,full_gpu,0.0,1.0,xsum_000004,8624.94921875,64.80719894170761,short,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,48.55010285973549,16379.134200513363,0.6712004542350769,0.08103251457214355,580.9245891869068,0.0,63.96489590406418,64.80719894170761,582.1575783193111,,full/exact transformers smoke,Two teenagers have been charged in connection with an incident in west Belfast in which a car collided with two police vehicles.,,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,999.3051663041115,True,True, Labour leadership contenders have urged supporters to vote tactically in the party's contest to,4900.37451171875,55.234375,full_gpu,0.0,1.0,xsum_000009,8624.94921875,466.88567474484444,long,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,48.55010285973549,16379.134200513363,5.172722041606903,0.14679506421089172,993.5672506690025,0.0,461.4637717604637,466.88567474484444,999.3051663041115,,full/exact transformers smoke,Labour leadership hopefuls Liz Kendall and Yvette Cooper have said their supporters should back anyone other than Jeremy Corbyn in the contest.,,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,1261.0975466668606,True,True, Prime Minister David Cameron has faced criticism after he said Labour leader Jeremy Corbyn had told,5371.27685546875,96.0859375,full_gpu,0.0,1.0,xsum_000071,8624.94921875,728.2062917947769,xl,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,48.55010285973549,16379.134200513363,8.450392633676529,0.17986446619033813,1251.9748471677303,0.0,719.3987108767033,728.2062917947769,1261.0975466668606,,full/exact transformers smoke,"David Cameron is facing Labour calls to apologise for calling refugees at a camp in Calais ""a bunch of migrants"" at Prime Minister's Questions.",,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,1037.2065678238869,True,True, The GhostVLAD approach is a pooling strategy inspired by the work on face recognition,5075.72802734375,70.21875,full_gpu,0.0,1.0,longbench_qasper_000001,8624.94921875,522.1982635557652,long,calibration,qa_long_context,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,48.55010285973549,16379.134200513363,5.332246422767639,0.13558194041252136,1031.3205048441887,0.0,516.6133791208267,522.1982635557652,1037.2065678238869,,full/exact transformers smoke,"extension of the NetVLAD, adds Ghost clusters along with the NetVLAD clusters",,zai-org/LongBench,,,,first_token,,batch,,,,,,
full,,624.5755888521671,True,True, Middlesex have ruled out Australia batsman Adam Voges for the rest of the,4429.48583984375,13.6171875,full_gpu,0.0,1.0,xsum_000001,8624.94921875,114.35169726610184,medium,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,48.55010285973549,16379.134200513363,1.370493322610855,0.09161978960037231,622.6566359400749,0.0,112.79576271772385,114.35169726610184,624.5755888521671,,full/exact transformers smoke,Middlesex batsman Adam Voges will be out until August after suffering a torn calf muscle in his right leg.,,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,567.3982761800289,True,True, A 21-year-old man has been seriously injured after being hit by a,4329.43505859375,4.921875,full_gpu,0.0,1.0,xsum_000005,8624.94921875,61.58434972167015,short,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,48.55010285973549,16379.134200513363,0.5025826394557953,0.0963360071182251,566.3984157145023,0.0,60.89859455823898,61.58434972167015,567.3982761800289,,full/exact transformers smoke,A pedestrian has been struck by a taxi in Dundee after it mounted the pavement.,,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,838.2511138916016,True,True," School leaders are warning that cuts to budgets are leading to a ""bare bones education",4693.54052734375,37.0234375,full_gpu,0.0,1.0,xsum_000010,8624.94921875,327.19530165195465,long,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,48.55010285973549,16379.134200513363,2.669569104909897,0.0972263514995575,835.0891098380089,0.0,324.3297189474106,327.19530165195465,838.2511138916016,,full/exact transformers smoke,"Head teachers say they are axing GCSE and A-level subjects, increasing class sizes and cutting support services as they struggle with school funding.",,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,1323.1037817895412,True,True, Liverpool were held to a goalless draw by Manchester United at Anfield in a,5419.32568359375,100.4609375,full_gpu,0.0,1.0,xsum_000087,8624.94921875,785.4687198996544,xl,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,48.55010285973549,16379.134200513363,6.6972337663173676,0.15443190932273865,1315.6950771808624,0.0,778.4771770238876,785.4687198996544,1323.1037817895412,,full/exact transformers smoke,Liverpool and Manchester United played out a goalless and uneventful stalemate on a disappointing night at Anfield.,,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,3418.876003473997,True,True, The document states that the proposed model outperforms previous state-of-the-art methods,4996.36474609375,62.890625,full_gpu,0.0,1.0,longbench_qasper_000002,8664.60546875,2833.672598004341,long,calibration,qa_long_context,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,45.81524431705475,16373.48572909832,10.747849941253662,0.24242699146270752,3407.2689190506935,0.0,2822.3943449556828,2833.672598004341,3418.876003473997,,full/exact transformers smoke,"the attention model, MDREA, also outperforms the best existing research results (WAP 0.690 to 0.688)",,zai-org/LongBench,,,,first_token,,batch,,,,,,
full,,734.897218644619,True,True, The Duchess of Cambridge is to feature on the cover of British Vogue for the first,4489.01708984375,18.9765625,full_gpu,0.0,1.0,xsum_000002,8664.60546875,159.39399972558022,medium,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,45.81524431705475,16373.48572909832,2.3678727447986603,0.11782720685005188,731.8484000861645,0.0,156.78774192929268,159.39399972558022,734.897218644619,,full/exact transformers smoke,The Duchess of Cambridge will feature on the cover of British Vogue to mark the magazine's centenary.,,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,610.5563901364803,True,True, The BBC's Chris Buckler reports on the latest developments in the case of a,4309.97021484375,3.2265625,full_gpu,0.0,1.0,xsum_000011,8664.60546875,56.00469186902046,short,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,45.81524431705475,16373.48572909832,0.6420053541660309,0.09667500853538513,609.3324311077595,0.0,55.1581010222435,56.00469186902046,610.5563901364803,,full/exact transformers smoke,"As the UK considers greater devolution in the aftermath of Scotland's independence referendum, should a troubled Northern Ireland Assembly push for more powers over its own affairs?",,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,833.2575038075447,True,True, A cafe in Georgia has appealed for support after it was attacked by a group of,4643.27294921875,32.59375,full_gpu,0.0,1.0,xsum_000017,8664.60546875,295.9437966346741,long,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,45.81524431705475,16373.48572909832,3.570493310689926,0.11071190237998962,829.1214667260647,0.0,292.1552248299122,295.9437966346741,833.2575038075447,,full/exact transformers smoke,A vegan cafe in Tbilisi has appealed for public solidarity after being invaded by ultra-nationalists wielding grilled meat and sausages.,,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,1403.0805304646492,True,True," As clubs look to spend hundreds of millions of pounds on new players, they are",5519.84423828125,109.484375,full_gpu,0.0,1.0,xsum_000107,8664.60546875,883.7036862969398,xl,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,45.81524431705475,16373.48572909832,8.704841136932373,0.1620762050151825,1393.6568833887577,0.0,874.67085942626,883.7036862969398,1403.0805304646492,,full/exact transformers smoke,"Will a £300,000-a-week salary change a hot prospect's attitude to the game?",,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,1022.9322612285614,True,True, The paper explores the use of additional features and context to improve the detection of abusive,5051.69873046875,68.03125,full_gpu,0.0,1.0,longbench_qasper_000003,8664.60546875,511.1997462809086,long,calibration,qa_long_context,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,45.81524431705475,16373.48572909832,4.792928695678711,0.1399703323841095,1017.5252892076969,0.0,506.1667412519455,511.1997462809086,1022.9322612285614,,full/exact transformers smoke,using tweets that one has replied or quoted to as contextual information,,zai-org/LongBench,,,,first_token,,batch,,,,,,
full,,681.2530793249607,True,True, The man who created the notorious image-sharing website 4chan is to join Google,4517.76123046875,21.546875,full_gpu,0.0,1.0,xsum_000003,8664.60546875,167.49438270926476,medium,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,45.81524431705475,16373.48572909832,1.6521811485290527,0.0898800790309906,678.924199193716,0.0,165.65479710698128,167.49438270926476,681.2530793249607,,full/exact transformers smoke,Google has hired the creator of one of the web's most notorious forums - 4chan.,,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,613.9966174960136,True,True, A man in his 30s with blonde hair and a scratch on his,4355.64794921875,7.2734375,full_gpu,0.0,1.0,xsum_000013,8664.60546875,70.71328908205032,short,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,45.81524431705475,16373.48572909832,0.6766766309738159,0.09373947978019714,612.6271635293961,0.0,69.8542632162571,70.71328908205032,613.9966174960136,,full/exact transformers smoke,"A man tried to abduct a boy outside a primary school in Milton Keynes, the school said.",,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,767.9066434502602,True,True, Barnsley striker Sam Bradshaw says he has been inspired by the hunger of,4586.17138671875,27.453125,full_gpu,0.0,1.0,xsum_000019,8664.60546875,238.73524740338326,long,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,45.81524431705475,16373.48572909832,2.244245260953903,0.11503323912620544,765.0385797023773,0.0,236.26414313912392,238.73524740338326,767.9066434502602,,full/exact transformers smoke,Barnsley striker Tom Bradshaw says every footballer can learn from the examples set by Wales stars Gareth Bale and Aaron Ramsey.,,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,1417.649019509554,True,True, The 209 members of world football's governing body Fifa are due,5544.41259765625,111.78125,full_gpu,0.0,1.0,xsum_000110,8664.60546875,898.8645188510418,xl,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,45.81524431705475,16373.48572909832,7.532324641942978,0.1675151288509369,1409.4386547803879,0.0,891.0594210028648,898.8645188510418,1417.649019509554,,full/exact transformers smoke,Football's crisis-hit world governing body Fifa will meet in Zurich on Friday and elect a new leader to try to take the damaged organisation forward into a new era.,,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
full,,3443.4792920947075,True,True," The Facebook pages they looked at include FoxNews, CNN, ESPN, New York",5049.93505859375,67.8671875,full_gpu,0.0,1.0,longbench_qasper_000004,8649.8359375,2755.5513978004456,long,calibration,qa_long_context,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,45.06735876202583,16243.904817849398,11.425439268350601,0.24403631687164307,3431.177828460932,0.0,2743.594139814377,2755.5513978004456,3443.4792920947075,,full/exact transformers smoke,"FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon Network, Cooking Light, Home Cooking Adventure, Justin Bieber, Nickelodeon, Spongebob, Disney",,zai-org/LongBench,,,,first_token,,batch,,,,,,
full,,833.0613672733307,True,True, Barcelona's president Sandro Rosell has resigned after a year-long investigation into the,4516.81494140625,21.3828125,full_gpu,0.0,1.0,xsum_000006,8649.8359375,167.65965893864632,medium,calibration,summary,transformers,,false,,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,45.06735876202583,16243.904817849398,2.475425601005554,0.12053549289703369,829.9961313605309,0.0,164.9363711476326,167.65965893864632,833.0613672733307,,full/exact transformers smoke,Barcelona football club chief Sandro Rosell has resigned following a Spanish court's decision to look into last year's signing of Brazil star Neymar.,,EdinburghNLP/xsum,,,,first_token,,batch,,,,,,
